date_time,count,speed1,speed2
2020-06-08 10:45:00,148,66,66
2020-06-08 11:00:00,154,66,66
2020-06-08 11:15:00,165,66,67
2020-06-08 11:30:00,129,69,68.5
2020-06-08 11:45:00,143,67,69
2020-06-08 12:00:00,136,69.5,66
2020-06-08 12:15:00,193,63,64
2020-06-08 12:30:00,190,66.5,68
2020-06-08 12:45:00,138,70,69
2020-06-08 13:00:00,126,68,68
2020-06-08 13:15:00,136,69,70
2020-06-08 13:30:00,120,71,71
2020-06-08 13:45:00,151,70,71
2020-06-08 14:00:00,141,71,72
2020-06-08 14:15:00,148,73,72
2020-06-08 14:30:00,155,71,70
2020-06-08 14:45:00,142,69.5,66
2020-06-08 15:00:00,155,58,54
2020-06-08 15:15:00,89,44,51.5
2020-06-08 15:30:00,79,56,61
2020-06-08 15:45:00,51,67,70
2020-06-08 16:00:00,78,71.5,73
2020-06-08 16:15:00,120,73,73
2020-06-08 16:30:00,140,73,74
2020-06-08 16:45:00,129,75,74
2020-06-08 17:00:00,146,72.5,74
2020-06-08 17:15:00,139,75,75
2020-06-08 17:30:00,161,73,73
2020-06-08 17:45:00,118,71,72
2020-06-08 18:00:00,91,73,74
2020-06-08 18:15:00,98,76,73
2020-06-08 18:30:00,84,70,70
2020-06-08 18:45:00,99,69,70
2020-06-08 19:00:00,91,72,74
2020-06-08 19:15:00,97,75,75
2020-06-08 19:30:00,91,75,74
2020-06-08 19:45:00,90,71.5,72
2020-06-08 20:00:00,89,73,73
2020-06-08 20:15:00,67,73,73
2020-06-08 20:30:00,96,73,70
2020-06-08 20:45:00,100,66,68
2020-06-08 21:00:00,116,69,69
2020-06-08 21:15:00,114,70,69
2020-06-08 21:30:00,115,68,68
2020-06-08 21:45:00,121,69,69
2020-06-08 22:00:00,111,69,70
2020-06-08 22:15:00,82,71,71
2020-06-08 22:30:00,72,71,71
2020-06-08 22:45:00,88,71,72
2020-06-08 23:00:00,67,74,74
2020-06-08 23:15:00,67,75,74
2020-06-08 23:30:00,66,72.5,74
2020-06-08 23:45:00,49,75,75
2020-06-09 00:00:00,48,75,76
2020-06-09 00:15:00,58,77.5,77
2020-06-09 00:30:00,45,77,76
2020-06-09 00:45:00,27,75,75
2020-06-09 01:00:00,22,71.5,76
2020-06-09 01:15:00,13,79,77
2020-06-09 01:30:00,32,76,79
2020-06-09 01:45:00,25,83,76
2020-06-09 02:00:00,17,72,72
2020-06-09 02:15:00,19,72,71.5
2020-06-09 02:30:00,17,71,68.5
2020-06-09 02:45:00,13,68,74
2020-06-09 03:00:00,15,79,79
2020-06-09 03:15:00,11,75,73
2020-06-09 03:30:00,9,67,77.5
2020-06-09 03:45:00,3,96,80
2020-06-09 04:00:00,10,78,76.5
2020-06-09 04:15:00,12,76,76.5
2020-06-09 04:30:00,6,77.5,77.5
2020-06-09 04:45:00,30,77,77
2020-06-09 05:00:00,18,77,79
2020-06-09 05:15:00,14,83.5,81.5
2020-06-09 05:30:00,12,80.5,81
2020-06-09 05:45:00,24,81.5,82
2020-06-09 06:00:00,50,83,80
2020-06-09 06:15:00,77,77,74
2020-06-09 06:30:00,89,72,72
2020-06-09 06:45:00,89,71,72
2020-06-09 07:00:00,109,72,72
2020-06-09 07:15:00,119,71,71
2020-06-09 07:30:00,96,71,71
2020-06-09 07:45:00,114,71.5,69
2020-06-09 08:00:00,144,67,67
2020-06-09 08:15:00,133,66,68
2020-06-09 08:30:00,129,69,68.5
2020-06-09 08:45:00,115,68,67
2020-06-09 09:00:00,114,66,67
2020-06-09 09:15:00,134,70,68
2020-06-09 09:30:00,133,66,65
2020-06-09 09:45:00,145,64,65
2020-06-09 10:00:00,176,66,65
2020-06-09 10:15:00,167,63,63
2020-06-09 10:30:00,149,63,65
2020-06-09 10:45:00,157,67,67
2020-06-09 11:00:00,146,67,66
2020-06-09 11:15:00,163,66,66
2020-06-09 11:30:00,189,67,68
2020-06-09 11:45:00,168,69,69
2020-06-09 12:00:00,157,70,69
2020-06-09 12:15:00,169,67,69
2020-06-09 12:30:00,150,71,68
2020-06-09 12:45:00,165,67,68
2020-06-09 13:00:00,133,69,69
2020-06-09 13:15:00,137,68,68
2020-06-09 13:30:00,161,69,69
2020-06-09 13:45:00,166,69.5,70
2020-06-09 14:00:00,182,70,68.5
2020-06-09 14:15:00,170,67,66
2020-06-09 14:30:00,122,63,61
2020-06-09 14:45:00,142,60,56
2020-06-09 15:00:00,130,43,24
2020-06-09 15:15:00,129,14,13
2020-06-09 15:30:00,74,12,10
2020-06-09 15:45:00,55,7,17
2020-06-09 16:00:00,40,48,56
2020-06-09 16:15:00,47,65,72
2020-06-09 16:30:00,83,75,73
2020-06-09 16:45:00,126,70,73
2020-06-09 17:00:00,119,75,74
2020-06-09 17:15:00,136,73,73
2020-06-09 17:30:00,129,72,72
2020-06-09 17:45:00,134,71,70
2020-06-09 18:00:00,107,70,70
2020-06-09 18:15:00,104,70,71
2020-06-09 18:30:00,82,72,72
2020-06-09 18:45:00,114,71.5,72
2020-06-09 19:00:00,104,73,72
2020-06-09 19:15:00,95,72,73.5
2020-06-09 19:30:00,97,75,75
2020-06-09 19:45:00,95,75,75
2020-06-09 20:00:00,90,74.5,73
2020-06-09 20:15:00,77,73,72
2020-06-09 20:30:00,71,72,71
2020-06-09 20:45:00,108,70,70
2020-06-09 21:00:00,141,69,68
2020-06-09 21:15:00,132,67,67
2020-06-09 21:30:00,107,68,69
2020-06-09 21:45:00,108,70.5,71
2020-06-09 22:00:00,101,72,71
2020-06-09 22:15:00,108,71,71
2020-06-09 22:30:00,79,72,71.5
2020-06-09 22:45:00,93,71,73
2020-06-09 23:00:00,85,74,74
2020-06-09 23:15:00,66,74.5,72
2020-06-09 23:30:00,46,71,72.5
2020-06-09 23:45:00,32,77,75
2020-06-10 00:00:00,47,73,72.5
2020-06-10 00:15:00,39,71,73
2020-06-10 00:30:00,42,75.5,74
2020-06-10 00:45:00,19,70,75.5
2020-06-10 01:00:00,21,78,76
2020-06-10 01:15:00,26,75.5,78
2020-06-10 01:30:00,17,83,76
2020-06-10 01:45:00,29,73,76
2020-06-10 02:00:00,17,80,79
2020-06-10 02:15:00,10,77,78
2020-06-10 02:30:00,9,83,78
2020-06-10 02:45:00,15,78,79
2020-06-10 03:00:00,12,83.5,79
2020-06-10 03:15:00,8,74.5,82
2020-06-10 03:30:00,16,84.5,79.5
2020-06-10 03:45:00,10,73.5,75.5
2020-06-10 04:00:00,4,82.5,81
2020-06-10 04:15:00,6,79.5,78
2020-06-10 04:30:00,10,77,83.5
2020-06-10 04:45:00,12,84.5,83
2020-06-10 05:00:00,11,80,80
2020-06-10 05:15:00,12,86.5,85.5
2020-06-10 05:30:00,10,83,84
2020-06-10 05:45:00,22,84,82
2020-06-10 06:00:00,35,79,77
2020-06-10 06:15:00,67,75,74
2020-06-10 06:30:00,80,72,72
2020-06-10 06:45:00,85,72,72
2020-06-10 07:00:00,93,72,70
2020-06-10 07:15:00,114,70,70
2020-06-10 07:30:00,120,70,70
2020-06-10 07:45:00,128,71,71
2020-06-10 08:00:00,111,70,71
2020-06-10 08:15:00,152,71,70
2020-06-10 08:30:00,150,68,68
2020-06-10 08:45:00,132,68,67
2020-06-10 09:00:00,122,66,65
2020-06-10 09:15:00,122,64,65
2020-06-10 09:30:00,137,66,64
2020-06-10 09:45:00,186,64,64
2020-06-10 10:00:00,162,64.5,64
2020-06-10 10:15:00,159,63,63
2020-06-10 10:30:00,169,63,66
2020-06-10 10:45:00,147,70,68.5
2020-06-10 11:00:00,177,67,66
2020-06-10 11:15:00,164,63,64
2020-06-10 11:30:00,169,64,65
2020-06-10 11:45:00,153,67,67
2020-06-10 12:00:00,165,66,66
2020-06-10 12:15:00,170,66,65
2020-06-10 12:30:00,178,64,66
2020-06-10 12:45:00,155,69,69
2020-06-10 13:00:00,170,69,69
2020-06-10 13:15:00,175,69,69
2020-06-10 13:30:00,163,70,69
2020-06-10 13:45:00,137,69,70
2020-06-10 14:00:00,129,70,68
2020-06-10 14:15:00,139,67,67
2020-06-10 14:30:00,112,68,69
2020-06-10 14:45:00,111,71,69
2020-06-10 15:00:00,120,68,66
2020-06-10 15:15:00,132,61.5,61
2020-06-10 15:30:00,73,61,61
2020-06-10 15:45:00,64,60.5,67
2020-06-10 16:00:00,83,71,72
2020-06-10 16:15:00,104,72.5,73
2020-06-10 16:30:00,110,73,73
2020-06-10 16:45:00,98,72,74
2020-06-10 17:00:00,110,75,75
2020-06-10 17:15:00,104,74.5,74
2020-06-10 17:30:00,95,73,72
2020-06-10 17:45:00,86,71,73
2020-06-10 18:00:00,77,74,72
2020-06-10 18:15:00,68,69,70
2020-06-10 18:30:00,102,70,70
2020-06-10 18:45:00,117,70,71
2020-06-10 19:00:00,80,72,69
2020-06-10 19:15:00,85,68,71
2020-06-10 19:30:00,96,74.5,74
2020-06-10 19:45:00,71,74,74
2020-06-10 20:00:00,72,75,74
2020-06-10 20:15:00,100,73.5,71
2020-06-10 20:30:00,106,69,67
2020-06-10 20:45:00,103,66,67
2020-06-10 21:00:00,150,67,67.5
2020-06-10 21:15:00,90,69,69
2020-06-10 21:30:00,118,69,69
2020-06-10 21:45:00,103,68,69
2020-06-10 22:00:00,118,70,71
2020-06-10 22:15:00,90,72,71
2020-06-10 22:30:00,110,68,71
2020-06-10 22:45:00,70,73,74
2020-06-10 23:00:00,71,75,73
2020-06-10 23:15:00,73,71,72
2020-06-10 23:30:00,66,72,74.5
2020-06-10 23:45:00,50,77,77
2020-06-11 00:00:00,39,76,74.5
2020-06-11 00:15:00,47,73,74
2020-06-11 00:30:00,38,74.5,75
2020-06-11 00:45:00,39,76,76
2020-06-11 01:00:00,30,76.5,76
2020-06-11 01:15:00,24,74.5,76
2020-06-11 01:30:00,22,84,79
2020-06-11 01:45:00,24,76,76
2020-06-11 02:00:00,19,70,78
2020-06-11 02:15:00,19,82,80.5
2020-06-11 02:30:00,11,78,80
2020-06-11 02:45:00,10,82.5,76
2020-06-11 03:00:00,5,74,76.5
2020-06-11 03:15:00,7,81,80
2020-06-11 03:30:00,8,78,76
2020-06-11 03:45:00,5,65,74
2020-06-11 04:00:00,7,74,79
2020-06-11 04:15:00,6,85.5,84.5
2020-06-11 04:30:00,10,84,82.5
2020-06-11 04:45:00,12,80.5,82
2020-06-11 05:00:00,9,86,85
2020-06-11 05:15:00,13,84,82
2020-06-11 05:30:00,18,82,82.5
2020-06-11 05:45:00,26,84.5,84.5
2020-06-11 06:00:00,26,84.5,83
2020-06-11 06:15:00,49,83,78
2020-06-11 06:30:00,56,76,76
2020-06-11 06:45:00,49,77,77
2020-06-11 07:00:00,73,77,74
2020-06-11 07:15:00,113,73,73
2020-06-11 07:30:00,112,73,73
2020-06-11 07:45:00,133,73,73
2020-06-11 08:00:00,133,72,73
2020-06-11 08:15:00,114,74,72
2020-06-11 08:30:00,142,71,71
2020-06-11 08:45:00,124,71.5,70
2020-06-11 09:00:00,132,69,70
2020-06-11 09:15:00,125,70,71
2020-06-11 09:30:00,150,71,70
2020-06-11 09:45:00,160,70,70
2020-06-11 10:00:00,147,69,69
2020-06-11 10:15:00,115,70,68
2020-06-11 10:30:00,155,68,67
2020-06-11 10:45:00,128,67,68
2020-06-11 11:00:00,151,69,69
2020-06-11 11:15:00,163,70,69
2020-06-11 11:30:00,150,69,69
2020-06-11 11:45:00,165,68,68
2020-06-11 12:00:00,153,68,68.5
2020-06-11 12:15:00,147,69,69
2020-06-11 12:30:00,124,69,70
2020-06-11 12:45:00,148,70,70
2020-06-11 13:00:00,119,69,70
2020-06-11 13:15:00,97,71,71
2020-06-11 13:30:00,93,72,72
2020-06-11 13:45:00,119,72,72
2020-06-11 14:00:00,100,71.5,73
2020-06-11 14:15:00,83,75,75
2020-06-11 14:30:00,85,75,75
2020-06-11 14:45:00,121,75,75
2020-06-11 15:00:00,132,75,76
2020-06-11 15:15:00,158,76,75.5
2020-06-11 15:30:00,138,74,75
2020-06-11 15:45:00,120,76,75
2020-06-11 16:00:00,127,74,75
2020-06-11 16:15:00,130,75,75
2020-06-11 16:30:00,127,75,74
2020-06-11 16:45:00,139,73,73
2020-06-11 17:00:00,116,73,74
2020-06-11 17:15:00,150,75,73
2020-06-11 17:30:00,161,72,72
2020-06-11 17:45:00,159,72,72
2020-06-11 18:00:00,128,72,72
2020-06-11 18:15:00,147,72,70
2020-06-11 18:30:00,168,69,68
2020-06-11 18:45:00,177,68,67
2020-06-11 19:00:00,158,65,63
2020-06-11 19:15:00,206,60,63
2020-06-11 19:30:00,160,68,66
2020-06-11 19:45:00,144,66,66
2020-06-11 20:00:00,126,67,64
2020-06-11 20:15:00,208,62,64
2020-06-11 20:30:00,142,65,66
2020-06-11 20:45:00,105,67,65
2020-06-11 21:00:00,123,64,63
2020-06-11 21:15:00,140,63,65
2020-06-11 21:30:00,85,68,68
2020-06-11 21:45:00,121,68,68
2020-06-11 22:00:00,113,68,69
2020-06-11 22:15:00,99,69,69
2020-06-11 22:30:00,101,69,70
2020-06-11 22:45:00,78,70,70
2020-06-11 23:00:00,87,69,71
2020-06-11 23:15:00,90,72.5,72
2020-06-11 23:30:00,93,72,72
2020-06-11 23:45:00,80,71,71
2020-06-12 00:00:00,63,70,70
2020-06-12 00:15:00,59,69,70.5
2020-06-12 00:30:00,57,73,71
2020-06-12 00:45:00,46,70,71
2020-06-12 01:00:00,44,74.5,75
2020-06-12 01:15:00,31,76,75
2020-06-12 01:30:00,50,75,76
2020-06-12 01:45:00,41,79,78
2020-06-12 02:00:00,18,72.5,77
2020-06-12 02:15:00,25,78,79
2020-06-12 02:30:00,18,80,79
2020-06-12 02:45:00,19,78,78
2020-06-12 03:00:00,22,76,78
2020-06-12 03:15:00,21,78,81
2020-06-12 03:30:00,14,85,84.5
2020-06-12 03:45:00,8,83.5,76.5
2020-06-12 04:00:00,12,74,76
2020-06-12 04:15:00,7,76,77.5
2020-06-12 04:30:00,5,82,85.5
2020-06-12 04:45:00,13,88,87
2020-06-12 05:00:00,18,83,83
2020-06-12 05:15:00,12,79.5,84.5
2020-06-12 05:30:00,14,85,84
2020-06-12 05:45:00,19,84,84
2020-06-12 06:00:00,12,83.5,85
2020-06-12 06:15:00,20,86,84.5
2020-06-12 06:30:00,32,83.5,83
2020-06-12 06:45:00,27,82,83
2020-06-12 07:00:00,32,84,83
2020-06-12 07:15:00,21,78,82
2020-06-12 07:30:00,47,84,82
2020-06-12 07:45:00,43,80,81.5
2020-06-12 08:00:00,41,82,82
2020-06-12 08:15:00,50,83,81
2020-06-12 08:30:00,56,78,80.5
2020-06-12 08:45:00,48,81,81
2020-06-12 09:00:00,55,81,81
2020-06-12 09:15:00,53,81,79
2020-06-12 09:30:00,57,78,78
2020-06-12 09:45:00,79,78,78
2020-06-12 10:00:00,68,77.5,78
2020-06-12 10:15:00,78,78,78
2020-06-12 10:30:00,79,77,76
2020-06-12 10:45:00,94,76,75
2020-06-12 11:00:00,95,75,75
2020-06-12 11:15:00,76,74,74
2020-06-12 11:30:00,109,74,74
2020-06-12 11:45:00,86,74.5,75
2020-06-12 12:00:00,76,75,76
2020-06-12 12:15:00,87,76,76
2020-06-12 12:30:00,100,75,75
2020-06-12 12:45:00,86,75,75
2020-06-12 13:00:00,83,76,76.5
2020-06-12 13:15:00,87,78,77
2020-06-12 13:30:00,87,75,75.5
2020-06-12 13:45:00,81,76,77
2020-06-12 14:00:00,82,78,77
2020-06-12 14:15:00,78,76,75
2020-06-12 14:30:00,88,75,75
2020-06-12 14:45:00,81,74,76
2020-06-12 15:00:00,62,78,79
2020-06-12 15:15:00,68,80.5,79
2020-06-12 15:30:00,85,78,79
2020-06-12 15:45:00,89,79,79
2020-06-12 16:00:00,82,77,76
2020-06-12 16:15:00,83,76,76
2020-06-12 16:30:00,93,75,74
2020-06-12 16:45:00,116,74,73
2020-06-12 17:00:00,90,73,73
2020-06-12 17:15:00,97,74,75
2020-06-12 17:30:00,103,75,72
2020-06-12 17:45:00,125,71,72
2020-06-12 18:00:00,101,73,70
2020-06-12 18:15:00,122,68,67
2020-06-12 18:30:00,124,66,67
2020-06-12 18:45:00,106,67,66
2020-06-12 19:00:00,136,65,65
2020-06-12 19:15:00,113,65,64
2020-06-12 19:30:00,112,63,63
2020-06-12 19:45:00,135,63,63
2020-06-12 20:00:00,116,63,61
2020-06-12 20:15:00,124,59,60
2020-06-12 20:30:00,148,60,60
2020-06-12 20:45:00,97,61,63.5
2020-06-12 21:00:00,131,65,64
2020-06-12 21:15:00,120,63,65
2020-06-12 21:30:00,98,66,65
2020-06-12 21:45:00,103,63,65.5
2020-06-12 22:00:00,83,68,67
2020-06-12 22:15:00,114,67,66
2020-06-12 22:30:00,85,65,65
2020-06-12 22:45:00,74,65,66
2020-06-12 23:00:00,71,69,68
2020-06-12 23:15:00,78,67,68
2020-06-12 23:30:00,65,68,68
2020-06-12 23:45:00,76,69,69
2020-06-13 00:00:00,60,70,72
2020-06-13 00:15:00,77,73,73
2020-06-13 00:30:00,49,75,74
2020-06-13 00:45:00,56,72,74
2020-06-13 01:00:00,45,75,77
2020-06-13 01:15:00,24,79.5,80
2020-06-13 01:30:00,43,81,81
2020-06-13 01:45:00,35,81,81
2020-06-13 02:00:00,21,80,79
2020-06-13 02:15:00,18,78.5,78.5
2020-06-13 02:30:00,16,80,80.5
2020-06-13 02:45:00,18,80.5,80
2020-06-13 03:00:00,13,78,75.5
2020-06-13 03:15:00,9,72,70.5
2020-06-13 03:30:00,7,66,72
2020-06-13 03:45:00,8,83,83
2020-06-13 04:00:00,12,81.5,80.5
2020-06-13 04:15:00,10,80.5,80
2020-06-13 04:30:00,14,79,80.5
2020-06-13 04:45:00,12,82,80
2020-06-13 05:00:00,17,80,81
2020-06-13 05:15:00,14,85.5,83
2020-06-13 05:30:00,23,81,82
2020-06-13 05:45:00,26,82.5,81
2020-06-13 06:00:00,38,78.5,76
2020-06-13 06:15:00,83,75,74
2020-06-13 06:30:00,87,73,72
2020-06-13 06:45:00,98,72,72
2020-06-13 07:00:00,81,72,73
2020-06-13 07:15:00,121,73,73
2020-06-13 07:30:00,77,73,74
2020-06-13 07:45:00,112,74,75
2020-06-13 08:00:00,114,75,74
2020-06-13 08:15:00,118,73,73
2020-06-13 08:30:00,138,73,71
2020-06-13 08:45:00,141,69,69
2020-06-13 09:00:00,155,68,68
2020-06-13 09:15:00,132,68,66
2020-06-13 09:30:00,180,66,65
2020-06-13 09:45:00,123,65,66
2020-06-13 10:00:00,134,68,68
2020-06-13 10:15:00,164,67,68
2020-06-13 10:30:00,165,68,66
2020-06-13 10:45:00,154,65,66
2020-06-13 11:00:00,162,68,69
2020-06-13 11:15:00,148,69,68
2020-06-13 11:30:00,180,67,68
2020-06-13 11:45:00,218,70,70
2020-06-13 12:00:00,193,69,68
2020-06-13 12:15:00,200,67,67
2020-06-13 12:30:00,188,68,69
2020-06-13 12:45:00,192,70,71
2020-06-13 13:00:00,154,72.5,72
2020-06-13 13:15:00,179,71,73
2020-06-13 13:30:00,154,74,73
2020-06-13 13:45:00,161,73,72
2020-06-13 14:00:00,151,71,72
2020-06-13 14:15:00,158,72,70
2020-06-13 14:30:00,122,68.5,69
2020-06-13 14:45:00,103,69,70
2020-06-13 15:00:00,145,71,68
2020-06-13 15:15:00,123,63,62.5
2020-06-13 15:30:00,115,62,60
2020-06-13 15:45:00,74,56,63
2020-06-13 16:00:00,67,69,72
2020-06-13 16:15:00,74,76,74
2020-06-13 16:30:00,109,74,74
2020-06-13 16:45:00,178,74.5,74
2020-06-13 17:00:00,164,73,75
2020-06-13 17:15:00,146,75,75
2020-06-13 17:30:00,152,75,74
2020-06-13 17:45:00,121,73,72
2020-06-13 18:00:00,96,70,72
2020-06-13 18:15:00,95,73,73
2020-06-13 18:30:00,88,73,72
2020-06-13 18:45:00,108,70,71
2020-06-13 19:00:00,77,73,73
2020-06-13 19:15:00,89,73,73
2020-06-13 19:30:00,63,74,73
2020-06-13 19:45:00,77,71,71
2020-06-13 20:00:00,76,70,70
2020-06-13 20:15:00,121,71,72
2020-06-13 20:30:00,144,72,73
2020-06-13 20:45:00,109,73,71
2020-06-13 21:00:00,155,70,70
2020-06-13 21:15:00,108,68.5,69
2020-06-13 21:30:00,117,70,70
2020-06-13 21:45:00,119,70,71
2020-06-13 22:00:00,103,73,72
2020-06-13 22:15:00,90,69.5,73
2020-06-13 22:30:00,84,76,74
2020-06-13 22:45:00,96,72.5,72
2020-06-13 23:00:00,80,72,74
2020-06-13 23:15:00,55,76,76
2020-06-13 23:30:00,68,77,74.5
2020-06-13 23:45:00,62,72.5,75
2020-06-14 00:00:00,37,78,78
2020-06-14 00:15:00,52,76.5,76
2020-06-14 00:30:00,33,74,75
2020-06-14 00:45:00,30,76,74
2020-06-14 01:00:00,39,73,76
2020-06-14 01:15:00,33,78,76.5
2020-06-14 01:30:00,19,75,74
2020-06-14 01:45:00,29,74,74
2020-06-14 02:00:00,15,76,73
2020-06-14 02:15:00,17,69,70
2020-06-14 02:30:00,8,82.5,85
2020-06-14 02:45:00,9,87,80.5
2020-06-14 03:00:00,11,69,73.5
2020-06-14 03:15:00,11,76,76
2020-06-14 03:30:00,6,76.5,77.5
2020-06-14 03:45:00,10,77.5,76
2020-06-14 04:00:00,5,76,78
2020-06-14 04:15:00,10,79.5,79
2020-06-14 04:30:00,7,79,85.5
2020-06-14 04:45:00,19,89,85
2020-06-14 05:00:00,7,77,78.5
2020-06-14 05:15:00,19,79,81
2020-06-14 05:30:00,21,83,83
2020-06-14 05:45:00,30,83,81
2020-06-14 06:00:00,42,81,77
2020-06-14 06:15:00,74,75,72
2020-06-14 06:30:00,92,68.5,70
2020-06-14 06:45:00,103,71,71
2020-06-14 07:00:00,99,71,72.5
2020-06-14 07:15:00,119,74,72
2020-06-14 07:30:00,112,71,71
2020-06-14 07:45:00,123,72,69.5
2020-06-14 08:00:00,177,68,68
2020-06-14 08:15:00,136,69,69
2020-06-14 08:30:00,175,69,68
2020-06-14 08:45:00,166,67,69
2020-06-14 09:00:00,180,73,69
2020-06-14 09:15:00,174,66,66
2020-06-14 09:30:00,189,66,66
2020-06-14 09:45:00,213,66,66
2020-06-14 10:00:00,207,65,66
2020-06-14 10:15:00,183,68,66
2020-06-14 10:30:00,191,63,63
2020-06-14 10:45:00,185,63,64
2020-06-14 11:00:00,169,65,66
2020-06-14 11:15:00,211,66,67
2020-06-14 11:30:00,160,69,69
2020-06-14 11:45:00,196,68,66
2020-06-14 12:00:00,229,64,66
2020-06-14 12:15:00,179,67,67
2020-06-14 12:30:00,173,67,69
2020-06-14 12:45:00,184,71,68
2020-06-14 13:00:00,202,66.5,69
2020-06-14 13:15:00,166,71,71
2020-06-14 13:30:00,145,71,70
2020-06-14 13:45:00,133,69,70
2020-06-14 14:00:00,96,71,71
2020-06-14 14:15:00,136,70.5,70
2020-06-14 14:30:00,113,70,70
2020-06-14 14:45:00,187,71,69
2020-06-14 15:00:00,146,65,65.5
2020-06-14 15:15:00,100,67,66
2020-06-14 15:30:00,89,65,66
2020-06-14 15:45:00,109,67,69
2020-06-14 16:00:00,109,71,72
2020-06-14 16:15:00,80,73,73
2020-06-14 16:30:00,99,73,73
2020-06-14 16:45:00,108,72.5,74
2020-06-14 17:00:00,96,74,74
2020-06-14 17:15:00,128,74,73
2020-06-14 17:30:00,141,72,72
2020-06-14 17:45:00,86,72.5,71
2020-06-14 18:00:00,92,70.5,70
2020-06-14 18:15:00,93,68,68
2020-06-14 18:30:00,59,68,69.5
2020-06-14 18:45:00,89,70,70
2020-06-14 19:00:00,72,70,70
2020-06-14 19:15:00,85,69,69
2020-06-14 19:30:00,97,70,72
2020-06-14 19:45:00,85,74,74
2020-06-14 20:00:00,97,74,73
2020-06-14 20:15:00,101,72,71
2020-06-14 20:30:00,117,69,69
2020-06-14 20:45:00,124,69.5,70
2020-06-14 21:00:00,134,70,70
2020-06-14 21:15:00,157,70,69
2020-06-14 21:30:00,162,68,68
2020-06-14 21:45:00,102,68,69
2020-06-14 22:00:00,132,70.5,70
2020-06-14 22:15:00,123,69,71
2020-06-14 22:30:00,108,73,72
2020-06-14 22:45:00,116,71,72
2020-06-14 23:00:00,100,74,74
2020-06-14 23:15:00,72,74,75
2020-06-14 23:30:00,69,76,76
2020-06-14 23:45:00,68,76,76
2020-06-15 00:00:00,55,75,75
2020-06-15 00:15:00,47,74,74
2020-06-15 00:30:00,43,74,76
2020-06-15 00:45:00,46,77.5,78
2020-06-15 01:00:00,31,80,80
2020-06-15 01:15:00,34,80.5,78.5
2020-06-15 01:30:00,24,75,78.5
2020-06-15 01:45:00,26,81.5,81
2020-06-15 02:00:00,19,77,77
2020-06-15 02:15:00,14,74,81
2020-06-15 02:30:00,11,82,80.5
2020-06-15 02:45:00,13,77,78.5
2020-06-15 03:00:00,13,81,80.5
2020-06-15 03:15:00,11,80,79
2020-06-15 03:30:00,11,75,75
2020-06-15 03:45:00,13,75,77
2020-06-15 04:00:00,12,80.5,81
2020-06-15 04:15:00,9,82,79
2020-06-15 04:30:00,4,70.5,78
2020-06-15 04:45:00,11,82,80
2020-06-15 05:00:00,20,79.5,79.5
2020-06-15 05:15:00,8,80.5,84.5
2020-06-15 05:30:00,20,86.5,85
2020-06-15 05:45:00,27,85,83
2020-06-15 06:00:00,36,81.5,78
2020-06-15 06:15:00,63,75,73
2020-06-15 06:30:00,100,72,72
2020-06-15 06:45:00,91,73,71
2020-06-15 07:00:00,133,70,70
2020-06-15 07:15:00,108,71,71
2020-06-15 07:30:00,101,71,71
2020-06-15 07:45:00,132,71,70
2020-06-15 08:00:00,142,68,70
2020-06-15 08:15:00,148,71,69
2020-06-15 08:30:00,156,68,68
2020-06-15 08:45:00,163,70,70
2020-06-15 09:00:00,165,70,67
2020-06-15 09:15:00,213,66,66
2020-06-15 09:30:00,205,66,66
2020-06-15 09:45:00,199,66,65
2020-06-15 10:00:00,141,64,66
2020-06-15 10:15:00,171,67,66
2020-06-15 10:30:00,197,66,68
2020-06-15 10:45:00,176,70,70
2020-06-15 11:00:00,154,68,70
2020-06-15 11:15:00,184,71.5,67
2020-06-15 11:30:00,223,65,65
2020-06-15 11:45:00,210,64,65
2020-06-15 12:00:00,166,66,65
2020-06-15 12:15:00,176,64,67
2020-06-15 12:30:00,179,70,69
2020-06-15 12:45:00,176,68,67
2020-06-15 13:00:00,161,67,66
2020-06-15 13:15:00,161,65,66.5
2020-06-15 13:30:00,135,69,69
2020-06-15 13:45:00,119,69,68
2020-06-15 14:00:00,143,67,68
2020-06-15 14:15:00,128,68,69
2020-06-15 14:30:00,121,69,67
2020-06-15 14:45:00,133,65,68
2020-06-15 15:00:00,146,72,71
2020-06-15 15:15:00,133,70,70
2020-06-15 15:30:00,134,70.5,70
2020-06-15 15:45:00,96,68.5,69
2020-06-15 16:00:00,97,71,73
2020-06-15 16:15:00,83,74,74
2020-06-15 16:30:00,123,73,73
2020-06-15 16:45:00,124,72,73
2020-06-15 17:00:00,120,74,75
2020-06-15 17:15:00,134,76,74
2020-06-15 17:30:00,146,72,70
2020-06-15 17:45:00,159,68,68
2020-06-15 18:00:00,100,68,68
2020-06-15 18:15:00,75,68,70
2020-06-15 18:30:00,66,72.5,70
2020-06-15 18:45:00,86,68.5,69
2020-06-15 19:00:00,115,69,68.5
2020-06-15 19:15:00,87,68,68
2020-06-15 19:30:00,74,68,71
2020-06-15 19:45:00,73,74,73
2020-06-15 20:00:00,81,72,73
2020-06-15 20:15:00,91,73,72
2020-06-15 20:30:00,106,71,71
2020-06-15 20:45:00,122,70,70
2020-06-15 21:00:00,139,71,69.5
2020-06-15 21:15:00,115,69,68
2020-06-15 21:30:00,134,68,69
2020-06-15 21:45:00,128,69,69
2020-06-15 22:00:00,120,68.5,69
